County,location_type,gender,education_level,marital_status,adults,financially_excluded,age,is_youth,is_rural_youth
Mombasa,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,32,1,0
Nyeri,Rural,Female,Some primary ,Widowed,1 adult Household,0,78,0,0
Marsabit,Rural,Female,None ,Widowed,1 adult Household,0,82,0,0
Nyeri,Rural,Male,University completed ,Divorced/separated,>1 adult Household,0,25,1,1
Homabay,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,27,1,1
Tharaka-Nithi,Rural,Male,Primary completed,Divorced/separated,1 adult Household,1,72,0,0
Mandera,Urban,Female,Some university,Single/Never Married,>1 adult Household,1,22,1,0
Meru,Rural,Female,None ,Widowed,1 adult Household,0,35,1,1
Kilifi,Urban,Male,Primary completed,Divorced/separated,1 adult Household,0,39,0,0
Nakuru,Urban,Female,Primary completed,Divorced/separated,1 adult Household,0,51,0,0
Kitui,Rural,Male,None ,Widowed,>1 adult Household,0,72,0,0
Nairobi City,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,25,1,0
Nyamira,Rural,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,35,1,1
Bungoma,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,34,1,1
Makueni,Urban,Female,Secondary completed ,Married/Living with partner,1 adult Household,0,44,0,0
Taita-Taveta,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,66,0,0
Tharaka-Nithi,Rural,Female,None ,Widowed,1 adult Household,1,70,0,0
Garissa,Urban,Female,None ,Single/Never Married,>1 adult Household,0,20,1,0
Uasin Gishu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,48,0,0
Nyeri,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,0,48,0,0
Busia,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,37,0,0
Machakos,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,31,1,0
Embu,Rural,Female,Some primary ,Widowed,1 adult Household,0,65,0,0
Nairobi City,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,32,1,0
Tharaka-Nithi,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Nyandarua,Rural,Female,None ,Divorced/separated,1 adult Household,1,65,0,0
Wajir,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,26,1,1
Kiambu,Rural,Female,Some primary ,Widowed,>1 adult Household,0,42,0,0
Embu,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,0,65,0,0
Nakuru,Rural,Female,Some primary ,Single/Never Married,>1 adult Household,0,28,1,1
Tharaka-Nithi,Rural,Female,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,34,1,1
Kajiado,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,35,1,1
Nakuru,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,1,28,1,0
Trans Nzoia,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,65,0,0
Kericho,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,30,1,0
Taita-Taveta,Urban,Female,Primary completed,Widowed,1 adult Household,0,72,0,0
Machakos,Urban,Female,Primary completed,Divorced/separated,1 adult Household,0,31,1,0
Meru,Rural,Female,Some primary ,Divorced/separated,>1 adult Household,0,39,0,0
Tana River,Rural,Female,Primary completed,Single/Never Married,1 adult Household,0,22,1,1
Garissa,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,23,1,1
Uasin Gishu,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,38,0,0
Marsabit,Rural,Female,None ,Widowed,>1 adult Household,0,40,0,0
Meru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Uasin Gishu,Urban,Female,Secondary completed ,Single/Never Married,1 adult Household,0,21,1,0
Bungoma,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Samburu,Rural,Female,None ,Widowed,1 adult Household,1,76,0,0
Wajir,Rural,Male,None ,Divorced/separated,1 adult Household,0,29,1,1
Kisii,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,19,1,0
Kitui,Rural,Female,None ,Married/Living with partner,1 adult Household,0,25,1,1
Migori,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,50,0,0
Nairobi City,Urban,Female,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,32,1,0
Nyamira,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,69,0,0
Tana River,Rural,Female,None ,Widowed,1 adult Household,0,70,0,0
Baringo,Rural,Female,Some primary ,Divorced/separated,>1 adult Household,0,68,0,0
Elgeyo-Marakwet,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,27,1,1
Tana River,Rural,Male,Some secondary,Married/Living with partner,>1 adult Household,1,35,1,1
Nairobi City,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,23,1,0
Kajiado,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,45,0,0
Tana River,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Siaya,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,27,1,1
Kirinyaga,Rural,Male,Primary completed,Divorced/separated,1 adult Household,0,29,1,1
Nyamira,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,1,28,1,1
Mombasa,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,34,1,0
Machakos,Rural,Female,Some primary ,Widowed,1 adult Household,1,72,0,0
Makueni,Urban,Male,Some primary ,Single/Never Married,1 adult Household,0,25,1,0
Mombasa,Urban,Male,Some secondary,Married/Living with partner,1 adult Household,0,38,0,0
Kericho,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,62,0,0
Kakamega,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,66,0,0
Siaya,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,38,0,0
Embu,Urban,Male,Completed technical training after secondary school,Single/Never Married,1 adult Household,0,38,0,0
Marsabit,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Machakos,Urban,Female,Some secondary,Married/Living with partner,>1 adult Household,0,38,0,0
Nyeri,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,40,0,0
Busia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,53,0,0
Trans Nzoia,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,29,1,0
Mandera,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,45,0,0
Bomet,Rural,Female,None ,Widowed,>1 adult Household,1,62,0,0
Nakuru,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,21,1,0
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,36,0,0
Tana River,Urban,Female,None ,Married/Living with partner,>1 adult Household,0,34,1,0
Narok,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,28,1,1
Nairobi City,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,0,41,0,0
Marsabit,Urban,Male,University completed ,Single/Never Married,>1 adult Household,0,26,1,0
Mombasa,Urban,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,35,1,0
Kiambu,Urban,Male,Some university,Married/Living with partner,>1 adult Household,0,59,0,0
Mombasa,Urban,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,48,0,0
Elgeyo-Marakwet,Rural,Female,Some primary ,Divorced/separated,1 adult Household,1,66,0,0
Murang'a,Rural,Male,Primary completed,Divorced/separated,1 adult Household,0,80,0,0
Kitui,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,30,1,1
Bungoma,Rural,Male,Some primary ,Single/Never Married,>1 adult Household,1,18,1,1
Nakuru,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,31,1,0
Mombasa,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,1,20,1,0
Mandera,Urban,Female,None ,Widowed,1 adult Household,0,28,1,0
Kakamega,Rural,Female,None ,Married/Living with partner,1 adult Household,0,50,0,0
Kisii,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,34,1,1
Baringo,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,26,1,0
Meru,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,50,0,0
Kericho,Urban,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,18,1,0
Nakuru,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,68,0,0
Turkana,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,41,0,0
Murang'a,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,87,0,0
Kericho,Urban,Male,Some secondary,Married/Living with partner,>1 adult Household,1,22,1,0
Nakuru,Rural,Male,Completed technical training after secondary school,Married/Living with partner,>1 adult Household,0,46,0,0
Mandera,Urban,Female,None ,Married/Living with partner,1 adult Household,0,28,1,0
Kisumu,Urban,Female,Secondary completed ,Widowed,>1 adult Household,0,64,0,0
Nyeri,Rural,Female,Secondary completed ,Single/Never Married,1 adult Household,0,34,1,1
Kisii,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,37,0,0
Mandera,Rural,Male,Some technical training after secondary school,Married/Living with partner,>1 adult Household,0,27,1,1
Nyeri,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Turkana,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,24,1,1
Makueni,Rural,Male,Some primary ,Married/Living with partner,1 adult Household,0,39,0,0
Makueni,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,24,1,1
Meru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,37,0,0
Meru,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,59,0,0
Kisii,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,50,0,0
Tana River,Urban,Female,Some primary ,Married/Living with partner,>1 adult Household,0,47,0,0
Vihiga,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,23,1,0
Lamu,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,32,1,0
Bungoma,Rural,Male,Secondary completed ,Married/Living with partner,1 adult Household,0,45,0,0
Kericho,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,32,1,1
Nakuru,Rural,Female,None ,Widowed,1 adult Household,0,65,0,0
Kwale,Urban,Female,Primary completed,Married/Living with partner,>1 adult Household,0,39,0,0
Nyandarua,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,52,0,0
Kajiado,Urban,Male,Primary completed,Married/Living with partner,>1 adult Household,0,25,1,0
Nyamira,Rural,Female,Secondary completed ,Widowed,1 adult Household,0,64,0,0
Garissa,Urban,Female,None ,Married/Living with partner,>1 adult Household,1,38,0,0
Nakuru,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,52,0,0
Embu,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Mandera,Urban,Female,None ,Don't know   (DO NOT READ OUT),>1 adult Household,0,35,1,0
Vihiga,Rural,Female,Some secondary,Married/Living with partner,>1 adult Household,0,69,0,0
Nyandarua,Rural,Male,Some secondary,Married/Living with partner,1 adult Household,0,61,0,0
Kajiado,Rural,Female,Some primary ,Married/Living with partner,>1 adult Household,0,36,0,0
Marsabit,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,1,26,1,0
Homabay,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,34,1,1
Mombasa,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,40,0,0
Siaya,Rural,Male,Primary completed,Divorced/separated,>1 adult Household,0,30,1,1
Narok,Rural,Female,Some primary ,Married/Living with partner,1 adult Household,1,47,0,0
Nyamira,Rural,Male,Primary completed,Divorced/separated,1 adult Household,1,62,0,0
Murang'a,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,66,0,0
Murang'a,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,76,0,0
Lamu,Rural,Male,Primary completed,Married/Living with partner,1 adult Household,0,62,0,0
Kiambu,Urban,Female,Primary completed,Single/Never Married,>1 adult Household,0,44,0,0
Wajir,Urban,Male,None ,Married/Living with partner,>1 adult Household,0,65,0,0
Uasin Gishu,Rural,Male,Completed technical training after secondary school,Single/Never Married,>1 adult Household,0,27,1,1
Kitui,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,43,0,0
Nakuru,Urban,Male,Some technical training after secondary school,Single/Never Married,>1 adult Household,0,46,0,0
Kitui,Rural,Female,Completed technical training after secondary school,Married/Living with partner,1 adult Household,0,28,1,1
Nyamira,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,67,0,0
Nyeri,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,60,0,0
Nandi,Urban,Female,Some primary ,Widowed,1 adult Household,0,32,1,0
Nairobi City,Urban,Female,Primary completed,Single/Never Married,1 adult Household,0,33,1,0
Nyandarua,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,62,0,0
West Pokot,Rural,Female,None ,Widowed,1 adult Household,0,75,0,0
Kisumu,Rural,Female,None ,Widowed,>1 adult Household,0,83,0,0
Kwale,Rural,Male,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Baringo,Rural,Female,Some secondary,Divorced/separated,1 adult Household,0,32,1,1
Kwale,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,25,1,1
Kakamega,Rural,Male,None ,Married/Living with partner,>1 adult Household,1,20,1,1
Narok,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,49,0,0
Kwale,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Kilifi,Rural,Female,Primary completed,Married/Living with partner,1 adult Household,0,25,1,1
Migori,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,63,0,0
Laikipia,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,1,31,1,1
Narok,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,43,0,0
Embu,Rural,Female,None ,Married/Living with partner,>1 adult Household,1,40,0,0
Machakos,Rural,Female,None ,Widowed,>1 adult Household,0,91,0,0
Narok,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,1,25,1,1
Bomet,Rural,Female,Secondary completed ,Married/Living with partner,>1 adult Household,0,48,0,0
Kajiado,Rural,Male,Some primary ,Married/Living with partner,>1 adult Household,0,65,0,0
West Pokot,Rural,Male,None ,Married/Living with partner,>1 adult Household,0,35,1,1
Meru,Rural,Female,Some primary ,Divorced/separated,1 adult Household,0,37,0,0
Bungoma,Rural,Male,Primary completed,Married/Living with partner,>1 adult Household,0,35,1,1
Nairobi City,Urban,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,32,1,0
Tana River,Rural,Female,Primary completed,Single/Never Married,>1 adult Household,0,19,1,1
Trans Nzoia,Rural,Female,Secondary completed ,Single/Never Married,>1 adult Household,0,21,1,1
Busia,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,0,43,0,0
Marsabit,Rural,Male,Primary completed,Single/Never Married,>1 adult Household,1,19,1,1
Laikipia,Urban,Male,Some university,Single/Never Married,>1 adult Household,0,29,1,0
Nyamira,Rural,Male,Secondary completed ,Married/Living with partner,>1 adult Household,0,33,1,1
Nyamira,Urban,Male,Some primary ,Married/Living with partner,>1 adult Household,1,45,0,0
Samburu,Rural,Female,None ,Married/Living with partner,>1 adult Household,0,25,1,1
Nyeri,Rural,Female,Some secondary,Single/Never Married,>1 adult Household,1,18,1,1
Marsabit,Urban,Male,University completed ,Married/Living with partner,>1 adult Household,0,47,0,0
